soc_code_clean,AIOE,Title,Description,Employment,Mean_Wage,has_employment_data,has_wage_data,Employment_log,Mean_Wage_log
47-2151,2.6233745296779616,Pipelayers,"Lay pipe for storm or sanitation sewers, drains, and water mains. Perform any combination of the following tasks: grade trenches or culverts, position pipe, or seal joints.",235600.0,54158.17784380306,True,True,12.369894975232734,10.899682727334362
47-2152,3.055970394579666,"Plumbers, Pipefitters, and Steamfitters; Solar Thermal Installers and Technicians","Assemble, install, alter, and repair pipelines or pipe systems that carry water, steam, air, or other liquids or gases. May install heating and cooling equipment and mechanical control systems. Includes sprinkler fitters.; Install or repair solar energy systems designed to collect, store, and circulate solar-heated water for residential, commercial or industrial use.",3568070.0,70009.03743480369,True,True,15.087535671587192,11.156393902677623
47-2161,2.5415144999491783,Plasterers and Stucco Masons,"Apply interior or exterior plaster, cement, stucco, or similar materials. May also set ornamental plaster.",154530.0,60839.59295929593,True,True,11.94815000244216,11.016012492533756
47-2171,2.479308280187269,Reinforcing Iron and Rebar Workers,"Position and secure steel bars or mesh in concrete forms in order to reinforce concrete. Use a variety of fasteners, rod-bending machines, blowtorches, and hand tools. Includes rod busters.",91710.0,62050.92247301276,True,True,11.426397607429863,11.035726772796037
47-2181,2.609519674251763,Roofers,"Cover roofs of structures with shingles, slate, asphalt, aluminum, wood, or related materials. May spray roofs, sidings, and walls with material to bind, seal, insulate, or soundproof sections of structures.",1072050.0,57089.24294575813,True,True,13.885084194108114,10.952388504436342
47-2211,2.9486453161528416,Sheet Metal Workers,"Fabricate, assemble, install, and repair sheet metal products and equipment, such as ducts, control boxes, drainpipes, and furnace casings. Work may involve any of the following: setting up and operating fabricating machines to cut, bend, and straighten sheet metal; shaping metal over anvils, blocks, or forms using hammer; operating soldering and welding equipment to join sheet metal parts; or inspecting, assembling, and smoothing seams and joints of burred surfaces. Includes sheet metal duct installers who install prefabricated sheet metal ducts used for heating, air conditioning, or other purposes.",875700.0,66471.67945643485,True,True,13.682779987453252,11.104546306986444
47-2221,2.815694095856649,Structural Iron and Steel Workers,"Raise, place, and unite iron or steel girders, columns, and other structural members to form completed structures or structural frameworks. May erect metal storage tanks and assemble prefabricated metal buildings.",443030.0,69386.77764485475,True,True,13.001395024005603,11.147466016357441
47-2231,2.918886456375921,Solar Photovoltaic Installers,"Assemble, install, or maintain solar photovoltaic (PV) systems on roofs or other structures in compliance with site assessment and schematics. May include measuring, cutting, assembling, and bolting structural framing and solar modules. May perform minor electrical work such as current checks.",189970.0,58150.5063957467,True,True,12.154626707914291,10.970807062955155
47-3011,2.5305726135527453,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","Help brickmasons, blockmasons, stonemasons, or tile and marble setters by performing duties requiring less skill. Duties include using, supplying, or holding materials or tools, and cleaning work area and equipment.",113900.0,49942.267778753296,True,True,11.643084929027989,10.818642995789029
47-3012,2.6588051409424076,Helpers--Carpenters,"Help carpenters by performing duties requiring less skill. Duties include using, supplying, or holding materials or tools, and cleaning work area and equipment.",156770.0,41437.469541366336,True,True,11.96254142081368,10.631964944334529
47-3013,2.6532253645077244,Helpers--Electricians,"Help electricians by performing duties requiring less skill. Duties include using, supplying, or holding materials or tools, and cleaning work area and equipment.",502820.0,42677.38992084643,True,True,13.127989520935834,10.661447980262832
47-3014,2.368564721785672,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","Help painters, paperhangers, plasterers, or stucco masons by performing duties requiring less skill. Duties include using, supplying, or holding materials or tools, and cleaning work area and equipment.",50890.0,41151.09844763215,True,True,10.837441369615792,10.6250301998872
47-3015,2.4612833590919077,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Help plumbers, pipefitters, steamfitters, or pipelayers by performing duties requiring less skill. Duties include using, supplying, or holding materials or tools, and cleaning work area and equipment.",332840.0,41631.73266434323,True,True,12.715420177456433,10.63664197974364
47-3016,2.6321929538786857,Helpers--Roofers,"Help roofers by performing duties requiring less skill. Duties include using, supplying, or holding materials or tools, and cleaning work area and equipment.",35670.0,41774.27249789739,True,True,10.482093312723077,10.640059876432083
47-4011,3.6255049940359982,Construction and Building Inspectors; Energy Auditors,"Inspect structures using engineering skills to determine structural soundness and compliance with specifications, building codes, and other regulations. Inspections may be general in nature or may be limited to a specific area, such as electrical systems or plumbing.; Conduct energy audits of buildings, building systems, or process systems. May also conduct investment grade audits of buildings or systems.",1051760.0,76499.56729672168,True,True,13.865976460157286,11.245053435430552
47-4021,3.1080184488733553,Elevator and Escalator Installers and Repairers,"Assemble, install, repair, or maintain electric or hydraulic freight or passenger elevators, escalators, or dumbwaiters.",168210.0,106365.49967302776,True,True,12.032974422717922,11.574645953616058
47-4031,2.4380939002131057,Fence Erectors,"Erect and repair fences and fence gates, using hand and power tools.",134210.0,50852.35228373444,True,True,11.807168467373705,10.836701324254282
47-4041,3.3914337752688133,Hazardous Materials Removal Workers,"Identify, remove, pack, transport, or dispose of hazardous materials, including asbestos, lead-based paint, waste oil, fuel, transmission fluid, radioactive materials, or contaminated soil. Specialized training and certification in hazardous materials handling or a confined entry permit are generally required. May operate earth-moving equipment or trucks.",347210.0,55815.42323089773,True,True,12.757687943294117,10.929823428199214
47-4051,2.8947403770221354,Highway Maintenance Workers,"Maintain highways, municipal and rural roads, airport runways, and rights-of-way. Duties include patching broken or eroded pavement and repairing guard rails, highway markers, and snow fences. May also mow or clear brush from along road, or plow snow from roadway.",1201570.0,51259.70704994299,True,True,13.999140425213415,10.844679793227986
47-4061,2.903218318907663,Rail-Track Laying and Maintenance Equipment Operators,"Lay, repair, and maintain track for standard or narrow-gauge railroad equipment used in regular railroad service or in plant yards, quarries, sand and gravel pits, and mines. Includes ballast cleaning machine operators and railroad bed tamping machine operators.",104370.0,68434.28283989652,True,True,11.555707138065504,11.133643801608208
47-4071,2.90912205394445,Septic Tank Servicers and Sewer Pipe Cleaners,"Clean and repair septic tanks, sewer lines, or drains. May patch walls and partitions of tank, replace damaged drain tile, or repair breaks in underground piping.",202040.0,52960.87804395169,True,True,12.216225926084688,10.877327651537122
47-5011,3.105965216802062,"Derrick Operators, Oil and Gas",Rig derrick equipment and operate pumps to circulate mud or fluid through drill hole.,72370.0,61795.97208788172,True,True,11.189560945645045,11.031609646903751
47-5012,3.265427205746291,"Rotary Drill Operators, Oil and Gas","Set up or operate a variety of drills to remove underground oil and gas, or remove core samples for testing during oil and gas exploration.",86380.0,70084.42810835842,True,True,11.36652302320156,11.157470178494831
47-5013,3.181548607256011,"Service Unit Operators, Oil and Gas","Operate equipment to increase oil flow from producing wells or to remove stuck pipe, casing, tools, or other obstructions from drilling wells. Includes fishing-tool technicians.",299280.0,61398.267842822774,True,True,12.609138210369025,11.025153189680143
47-5022,2.956347381964479,"Excavating and Loading Machine and Dragline Operators, Surface Mining","Operate or tend machinery at surface mining site, equipped with scoops, shovels, or buckets to excavate and load loose materials.",228130.0,57932.1505282076,True,True,12.33767530434288,10.967045047700886
47-5023,3.1202680889917493,"Earth Drillers, Except Oil and Gas","Operate a variety of drills such as rotary, churn, and pneumatic to tap subsurface water and salt deposits, to remove core samples during mineral exploration or soil testing, and to facilitate the use of explosives in mining or construction. Includes horizontal and earth boring machine operators.",116820.0,63330.22855675398,True,True,11.668398127735713,11.056133828607864
47-5032,3.3693281659807854,"Explosives Workers, Ordnance Handling Experts, and Blasters","Place and detonate explosives to demolish structures or to loosen, remove, or displace earth, rock, or other materials. May perform specialized handling, storage, and accounting procedures.",33730.0,67998.12333234509,True,True,10.426172574814567,11.127250091903743
47-5041,2.933584229670924,Continuous Mining Machine Operators,"Operate self-propelled mining machines that rip coal, metal and nonmetal ores, rock, stone, or sand from the mine face and load it onto conveyors, shuttle cars, or trucks in a continuous operation.",88520.0,64329.1052869408,True,True,11.390995090983237,11.071783001073081
47-5043,2.795198115149952,"Roof Bolters, Mining",Operate machinery to install roof support bolts in underground mine.,13090.0,75909.64858670741,True,True,9.479680250180099,11.237312251128014
47-5044,2.8391550753079953,"Loading and Moving Machine Operators, Underground Mining","Operate underground loading or moving machine to load or move coal, ore, or rock using shuttle or mine car or conveyors. Equipment may include power shovels, hoisting engines equipped with cable-drawn scraper or scoop, or machines equipped with gathering arms and conveyor.",38150.0,69279.44429882044,True,True,10.549307248688857,11.145917956304963
47-5051,2.5417072852894647,"Rock Splitters, Quarry","Separate blocks of rough dimension stone from quarry mass using jackhammers, wedges, or chop saws.",17660.0,50120.73046432616,True,True,9.779114097696372,10.822209934837089
47-5071,2.72534821857519,"Roustabouts, Oil and Gas",Assemble or repair oil field equipment using hand and power tools. Perform other tasks as needed.,309210.0,48970.06662139,True,True,12.641779170741776,10.798984925578006
47-5081,2.9003371984226898,Helpers--Extraction Workers,"Help extraction craft workers, such as earth drillers, blasters and explosives workers, derrick operators, and mining machine operators, by performing duties requiring less skill. Duties include supplying equipment or cleaning work area.",41110.0,50519.63269277548,True,True,10.624031004577834,10.830137099995973
49-1011,3.757689633932859,"First-Line Supervisors of Mechanics, Installers, and Repairers","Directly supervise and coordinate the activities of mechanics, installers, and repairers. May also advise customers on recommended services. Excludes team or work leaders.",4430800.0,82760.88534801842,True,True,15.304090938317767,11.323722912508872
49-2011,3.215577013794954,"Computer, Automated Teller, and Office Machine Repairers","Repair, maintain, or install computers, word processing systems, automated teller machines, and electronic office machines, such as duplicating and fax machines.",502680.0,49947.161215882865,True,True,13.127711053064255,10.818740970904265
49-2021,3.152328740227596,"Radio, Cellular, and Tower Equipment Installers and Repairers","Repair, install, or maintain mobile or stationary radio transmitting, broadcasting, and receiving equipment, and two-way radio communications systems used in cellular telecommunications, mobile broadband, ship-to-shore, aircraft-to-ground communications, and radio equipment in service and emergency vehicles. May test and analyze network coverage.",73070.0,69188.3481592993,True,True,11.199186850198666,11.144602201423755
49-2022,3.4130872151462146,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Install, set up, rearrange, or remove switching, distribution, routing, and dialing equipment used in central offices or headends. Service or repair telephone, cable television, Internet, and other communications equipment on customers' property. May install communications equipment or communications wiring in buildings.",1084820.0,66521.71899485629,True,True,13.896925554387977,11.105298807319018
49-2091,3.373424526507007,Avionics Technicians,"Install, inspect, test, adjust, or repair avionics equipment, such as radar, radio, navigation, and missile control systems in aircraft or space vehicles.",142210.0,82480.96195766823,True,True,11.865067149196319,11.320334905479566
49-2092,3.2194496178782748,"Electric Motor, Power Tool, and Related Repairers","Repair, maintain, or install electric motors, wiring, or switches.",109480.0,57117.999634636464,True,True,11.603506297201317,10.952892083460883
49-2093,2.883282867376787,"Electrical and Electronics Installers and Repairers, Transportation Equipment","Install, adjust, or maintain mobile electronics communication equipment, including sound, sonar, security, navigation, and surveillance systems on trains, watercraft, or other mobile equipment.",44240.0,83228.80424954792,True,True,10.69740723991905,11.329360786815567
49-2094,3.375421020213314,"Electrical and Electronics Repairers, Commercial and Industrial Equipment","Repair, test, adjust, or install electronic equipment, such as industrial controls, transmitters, and antennas.",429080.0,72992.10706628134,True,True,12.969400991276377,11.198120291922754
49-2095,3.2655742772178646,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay","Inspect, test, repair, or maintain electrical equipment in generating stations, substations, and in-service relays.",164340.0,97548.28830473407,True,True,12.00969881641251,11.488113050327401
49-2096,3.1805750981909906,"Electronic Equipment Installers and Repairers, Motor Vehicles","Install, diagnose, or repair communications, sound, security, or navigation equipment in motor vehicles.",60880.0,50152.06964520368,True,True,11.016676418156251,10.822835000793114
49-2097,3.159162590035557,Audiovisual Equipment Installers and Repairers,"Install, repair, or adjust audio or television receivers, stereo systems, camcorders, video systems, or other electronic entertainment equipment in homes or other venues. May perform routine maintenance.",148510.0,56143.47182007945,True,True,11.908414308555617,10.935683501536607
49-2098,3.0950302978177753,Security and Fire Alarm Systems Installers,"Install, program, maintain, and repair security and fire alarm wiring and equipment. Ensure that work is in accordance with relevant codes.",633220.0,59536.094406367454,True,True,13.358574771315867,10.994354832679738
49-3011,3.6131170134300774,Aircraft Mechanics and Service Technicians,"Diagnose, adjust, repair, or overhaul aircraft engines and assemblies, such as hydraulic and pneumatic systems.",963150.0,79927.58905674091,True,True,13.777965480149641,11.288888878227816
49-3021,2.8370236726949543,Automotive Body and Related Repairers,Repair and refinish automotive vehicle bodies and straighten vehicle frames.,1196380.0,58902.58596766913,True,True,13.994811724635564,10.983657250089808
49-3022,2.593927917690711,Automotive Glass Installers and Repairers,Replace or repair broken windshields and window glass in motor vehicles.,133740.0,49729.12292507851,True,True,11.803660372774573,10.814366123555287
49-3023,3.2831560900134047,Automotive Service Technicians and Mechanics,"Diagnose, adjust, repair, or overhaul automotive vehicles.",5038580.0,55384.11407579119,True,True,15.432635052786532,10.922066137636394
49-3031,2.9782917069551607,Bus and Truck Mechanics and Diesel Engine Specialists,"Diagnose, adjust, repair, or overhaul buses and trucks, or maintain and repair any type of diesel engines. Includes mechanics working primarily with automobile or marine diesel engines.",2097900.0,62424.36731970065,True,True,14.556447879027097,11.041726999306885
49-3041,3.3327212870078604,Farm Equipment Mechanics and Service Technicians,"Diagnose, adjust, repair, or overhaul farm machinery and vehicles, such as tractors, harvesters, dairy equipment, and irrigation systems.",273830.0,55120.046379140345,True,True,12.520266406756873,10.917286889163746
49-3042,3.1179631178908713,"Mobile Heavy Equipment Mechanics, Except Engines","Diagnose, adjust, repair, or overhaul mobile mechanical, hydraulic, and pneumatic equipment, such as cranes, bulldozers, graders, and conveyors, used in construction, logging, and mining.",1280230.0,67570.11451067387,True,True,14.062551088363273,11.120935870574376
49-3043,2.8829609764107045,Rail Car Repairers,"Diagnose, adjust, repair, or overhaul railroad rolling stock, mine cars, or mass transit rail cars.",114010.0,67758.0019296553,True,True,11.644050213949724,11.123712599725947
49-3051,3.0503076347025764,Motorboat Mechanics and Service Technicians,Repair and adjust electrical and mechanical equipment of inboard or inboard-outboard boat engines.,161200.0,56457.89950372208,True,True,11.990407312509369,10.941268210007918
49-3052,3.1483609640743895,Motorcycle Mechanics,"Diagnose, adjust, repair, or overhaul motorcycles, scooters, mopeds, dirt bikes, or similar motorized vehicles.",90860.0,49698.17521461589,True,True,11.41708614519604,10.813743616667658
49-3053,2.945822567291561,Outdoor Power Equipment and Other Small Engine Mechanics,"Diagnose, adjust, repair, or overhaul small engines used to power lawn mowers, chain saws, recreational sporting equipment, and related equipment.",241110.0,48406.66044543984,True,True,12.393012687350824,10.78741335384688
49-3091,3.055978908375054,Bicycle Repairers,Repair and service bicycles.,91370.0,41705.1920761738,True,True,11.422683420444104,10.638404887798533
49-3092,2.984818373812955,Recreational Vehicle Service Technicians,"Diagnose, inspect, adjust, repair, or overhaul recreational vehicles including travel trailers. May specialize in maintaining gas, electrical, hydraulic, plumbing, or chassis/towing systems as well as repairing generators, appliances, and interior components. Includes workers who perform customized van conversions.",124390.0,55533.57665407187,True,True,11.731185109403146,10.924761108524931
49-3093,2.572583398272742,Tire Repairers and Changers,Repair and replace tires.,747890.0,39069.85104761395,True,True,13.52501252441301,10.573131970448529
49-9011,2.845743197868424,Mechanical Door Repairers,"Install, service, or repair automatic door mechanisms and hydraulic doors. Includes garage door mechanics.",189070.0,54437.79499656212,True,True,12.149877884874373,10.904832321997324
49-9012,3.093613749953303,"Control and Valve Installers and Repairers, Except Mechanical Door","Install, repair, and maintain mechanical regulating and controlling devices, such as electric meters, gas regulators, thermostats, safety and flow valves, and other mechanical governors.",329280.0,75684.45699708455,True,True,12.704666768552269,11.234341307324495
49-9021,3.189132392124564,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Install or repair heating, central air conditioning, HVAC, or refrigeration systems, including oil burners, hot-air furnaces, and heating stoves.",3118580.0,62605.70298020253,True,True,14.95288864863697,11.044627627716988
49-9031,3.0106772550481145,Home Appliance Repairers,"Repair, adjust, or install all types of electric or gas household appliances, such as refrigerators, washers, dryers, and ovens.",207510.0,53027.82950219267,True,True,12.242939629295995,10.878590997517083
49-9041,3.0792272775054212,Industrial Machinery Mechanics,"Repair, install, adjust, or maintain industrial production and processing machinery or refinery and pipeline distribution systems. May also install, dismantle, or move machinery and heavy equipment according to plans.",2976380.0,67183.65131468428,True,True,14.90621869093427,11.115200097367998
49-9043,2.8259845987178913,"Maintenance Workers, Machinery","Lubricate machinery, change parts, or perform other routine machinery maintenance.",391510.0,61818.37577584225,True,True,12.87776889108086,11.031972118188383
49-9044,3.0528998508348284,Millwrights,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings.",285430.0,68366.37459271976,True,True,12.561755597607634,11.13265101018107
49-9045,2.7387412527268027,"Refractory Materials Repairers, Except Brickmasons","Build or repair equipment such as furnaces, kilns, cupolas, boilers, converters, ladles, soaking pits, and ovens, using refractory materials.",5230.0,58031.33843212237,True,True,8.562357743370612,10.968755693324717
49-9051,3.0612978759818006,Electrical Power-Line Installers and Repairers,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,916650.0,89625.0552555501,True,True,13.728482089919503,11.40340135195311
49-9052,2.9076990077953355,Telecommunications Line Installers and Repairers,"Install and repair telecommunications cable, including fiber optics.",707460.0,71751.41704124615,True,True,13.469437783305253,11.180976820040483
49-9061,3.1568406695318183,Camera and Photographic Equipment Repairers,"Repair and adjust cameras and photographic equipment, including commercial video and motion picture camera equipment.",6720.0,54156.056547619046,True,True,8.812992231969966,10.89964355876104
49-9062,3.2176086399385606,Medical Equipment Repairers,"Test, adjust, or repair biomedical or electromedical equipment.",427010.0,67047.40170019437,True,True,12.96456505300307,11.113170050993856
49-9063,3.256307184687678,Musical Instrument Repairers and Tuners,"Repair percussion, stringed, reed, or wind instruments. May specialize in one area, such as piano tuning.",36600.0,49419.04644808743,True,True,10.50783084142058,10.808111419406332
49-9064,3.0048533498744217,Watch and Clock Repairers,"Repair, clean, and adjust mechanisms of timing instruments, such as watches and clocks. Includes watchmakers, watch technicians, and mechanical timepiece repairers.",6080.0,63253.56907894737,True,True,8.71292443512011,11.054922642383028
49-9071,3.130052637843124,"Maintenance and Repair Workers, General","Perform work involving the skills of two or more maintenance or craft occupations to keep machines, mechanical equipment, or the structure of a building in repair. Duties may involve pipe fitting; HVAC maintenance; insulating; welding; machining; carpentry; repairing electrical or mechanical equipment; installing, aligning, and balancing new equipment; and repairing buildings, floors, or stairs.",11397490.0,52405.78564227738,True,True,16.248903801422568,10.86679135891515
49-9081,3.1688447214034223,Wind Turbine Service Technicians,"Inspect, diagnose, adjust, or repair wind turbines. Perform maintenance on wind turbine equipment including resolving electrical, mechanical, and hydraulic malfunctions.",74860.0,68093.84317392466,True,True,11.223388339637967,11.128656764952085
49-9091,2.851902850644572,"Coin, Vending, and Amusement Machine Servicers and Repairers","Install, service, adjust, or repair coin, vending, or amusement machines including video games, juke boxes, pinball machines, or slot machines.",195920.0,48714.2399959167,True,True,12.185466795737156,10.793747196377465
49-9092,3.2677593949297736,Commercial Divers,"Work below surface of water, using surface-supplied air or scuba equipment to inspect, repair, remove, or install equipment and structures. May use a variety of power and hand tools, such as drills, sledgehammers, torches, and welding equipment. May conduct tests or experiments, rig explosives, or photograph structures or marine life.",19090.0,79141.6396018858,True,True,9.856972298794659,11.279007067957696
49-9094,3.03563589798388,Locksmiths and Safe Repairers,"Repair and open locks, make keys, change locks and safe combinations, and install and repair safes.",120710.0,55494.497556126254,True,True,11.701154537978644,10.924057171328863
49-9095,3.1534925934323885,Manufactured Building and Mobile Home Installers,Move or install mobile homes or prefabricated buildings.,11570.0,43865.81676750216,True,True,9.356257246876337,10.68891343095096
49-9096,2.853097257949756,Riggers,"Set up or repair rigging for construction projects, manufacturing plants, logging yards, ships and shipyards, or for the entertainment industry.",161560.0,66413.10782371875,True,True,11.992638059309098,11.10366478012124
49-9097,3.1227675134418056,Signal and Track Switch Repairers,"Install, inspect, test, maintain, or repair electric gate crossings, signals, signal equipment, track switches, section lines, or intercommunications systems within a railroad system.",49470.0,85096.38366686882,True,True,10.809141918288724,11.351551569868745
49-9098,2.7018015191043485,"Helpers--Installation, Maintenance, and Repair Workers","Help installation, maintenance, and repair workers in maintenance, parts replacement, and repair of vehicles, industrial machinery, and electrical and electronic equipment. Perform duties such as furnishing tools, materials, and supplies to other workers; cleaning work area, machines, and tools; and holding materials or tools for other workers.",737340.0,40592.11476388098,True,True,13.510805750732214,10.61135374411178
49-9099,3.2910585253932627,Geothermal Technicians,"Perform technical activities at power plants or individual installations necessary for the generation of power from geothermal energy sources. Monitor and control operating activities at geothermal power generation facilities and perform maintenance and repairs as necessary. Install, test, and maintain residential and commercial geothermal heat pumps.",1311050.0,53443.27882231799,True,True,14.08633966359102,10.88639487278817
51-1011,3.528425790544997,First-Line Supervisors of Production and Operating Workers,"Directly supervise and coordinate the activities of production and operating workers, such as inspectors, precision workers, machine setters and operators, assemblers, fabricators, and plant and system operators. Excludes team or work leaders.",4857600.0,74607.16479331357,True,True,15.396055252606349,11.220005227834447
51-2011,2.9739589669812423,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","Assemble, fit, fasten, and install parts of airplanes, space vehicles, or missiles, such as tails, wings, fuselage, bulkheads, stabilizers, landing gear, rigging and control equipment, or heating and ventilating systems.",220590.0,66218.15404143433,True,True,12.30406558714517,11.100725036048848
51-2021,2.737116768441272,"Coil Winders, Tapers, and Finishers","Wind wire coils used in electrical components, such as resistors and transformers, and in electrical equipment and instruments, such as field cores, bobbins, armature cores, electrical motors, generators, and control equipment.",78130.0,48478.12875975938,True,True,11.266142184089734,10.788888649454638
51-2031,2.8454905205838377,Engine and Other Machine Assemblers,"Construct, assemble, or rebuild machines, such as engines, turbines, and similar equipment used in such industries as construction, extraction, textiles, and paper manufacturing.",241940.0,55094.54616847152,True,True,12.396449173761477,10.916824160085765
51-2041,2.6470953970773357,Structural Metal Fabricators and Fitters,"Fabricate, position, align, and fit parts of structural metal products.",359050.0,52556.047625678875,True,True,12.791219718662004,10.869654480075466
51-2051,2.8525609757157007,Fiberglass Laminators and Fabricators,"Laminate layers of fiberglass on molds to form boat decks and hulls, bodies for golf carts, automobiles, or other products.",122290.0,47371.50380243683,True,True,11.714158729433489,10.765797250810522
51-2061,2.9835911797079753,Timing Device Assemblers and Adjusters,"Perform precision assembling or adjusting, within narrow tolerances, of timing devices such as digital clocks or timing devices with electrical or electronic components.",1070.0,41422.897196261685,True,True,6.976348070447749,10.631613220244846
51-3011,2.934515995075899,Bakers,"Mix and bake ingredients to produce breads, rolls, cookies, cakes, pies, pastries, or other baked goods.",1590940.0,37575.79783021358,True,True,14.279836223037087,10.534142059922708
51-3021,2.8251668052330303,Butchers and Meat Cutters,"Cut, trim, or prepare consumer-sized portions of meat for use or sale in retail establishments.",985130.0,41251.90908814065,True,True,13.800529906235043,10.627476912625037
51-3022,2.67442681741297,"Meat, Poultry, and Fish Cutters and Trimmers","Use hands or hand tools to perform routine cutting and trimming of meat, poultry, and seafood.",944780.0,38200.912170029,True,True,13.758708433586873,10.550640850148909
51-3023,2.288389598227046,Slaughterers and Meat Packers,"Perform nonroutine or precision functions involving the preparation of large portions of meat. Work may include specialized slaughtering tasks, cutting standard or premium cuts of meat for marketing, making sausage, or wrapping meats. Work typically occurs in slaughtering, meat packing, or wholesale establishments.",444550.0,40657.64750871668,True,True,13.004820063012508,10.612966823193698
51-3091,2.920358396035699,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders","Operate or tend food or tobacco roasting, baking, or drying equipment, including hearth ovens, kiln driers, roasters, char kilns, and vacuum drying equipment.",124820.0,44173.597981092775,True,True,11.734635989992555,10.6959051965487
51-3092,3.043344818269561,Food Batchmakers,Set up and operate equipment that mixes or blends ingredients used in the manufacturing of food products. Includes candy makers and cheese makers.,1197690.0,42721.57336205529,True,True,13.99590609450476,10.662482709695675
51-3093,2.82119389473995,Food Cooking Machine Operators and Tenders,"Operate or tend cooking equipment, such as steam cooking vats, deep fry cookers, pressure cookers, kettles, and boilers, to prepare food products.",179850.0,41852.941896024466,True,True,12.099884009297359,10.641941262545828
51-4021,2.7891544237420214,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend machines to extrude or draw thermoplastic or metal materials into tubes, rods, hoses, wire, bars, or structural shapes.",447870.0,48110.36751735995,True,True,13.012260523504018,10.781273759094343
51-4022,2.9396372167534106,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend forging machines to taper, shape, or form metal or plastic parts.",54900.0,50861.54098360656,True,True,10.91328684226798,10.836881998082175
51-4023,3.100962962383792,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend machines to roll steel or plastic forming bends, beads, knurls, rolls, or plate, or to flatten, temper, or reduce gauge of material.",148230.0,50809.06631586049,True,True,11.906527146757833,10.835849769760326
51-4031,2.833432084672301,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend machines to saw, cut, shear, slit, punch, crimp, notch, bend, or straighten metal or plastic material.",1226300.0,47033.80861126968,True,True,14.019512879210929,10.758643215327286
51-4032,2.96923343697576,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend drilling machines to drill, bore, ream, mill, or countersink metal or plastic work pieces.",32180.0,49869.20447482909,True,True,10.37913149526554,10.817178998688753
51-4033,2.948231641259937,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend grinding and related tools that remove excess material or burrs from surfaces, sharpen edges or corners, or buff, hone, or polish metal or plastic work pieces.",493530.0,46576.89887139586,True,True,13.109340952498801,10.748881434464645
51-4034,2.746560826289904,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend lathe and turning machines to turn, bore, thread, form, or face metal or plastic materials, such as wire, rod, or bar stock.",133750.0,50105.432523364485,True,True,11.803735141365816,10.821904672511122
51-4035,2.883688992791942,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend milling or planing machines to mill, plane, shape, groove, or profile metal or plastic work pieces.",91490.0,52638.87419390097,True,True,11.423995885770148,10.871229176062851
51-4041,3.0040859789083743,Machinists,"Set up and operate a variety of machine tools to produce precision parts and instruments out of metal. Includes precision instrument makers who fabricate, modify, or repair mechanical instruments. May also fabricate and modify parts to make or repair machine tools or maintain industrial machines, applying knowledge of mechanics, mathematics, metal properties, layout, and machining procedures.",2176800.0,57237.82869349504,True,True,14.593366925840998,10.95498777038441
51-4051,2.965646540228118,Metal-Refining Furnace Operators and Tenders,"Operate or tend furnaces, such as gas, oil, coal, electric-arc or electric induction, open-hearth, or oxygen furnaces, to melt and refine metal before casting or to produce specified types of steel.",135530.0,57109.86792592046,True,True,11.816955675423038,10.952749708985566
51-4052,2.7143543806517916,"Pourers and Casters, Metal",Operate hand-controlled mechanisms to pour and regulate the flow of molten metal into molds to produce castings or ingots.,36430.0,51058.32281087016,True,True,10.503175339529793,10.84074342809237
51-4061,3.0574422213013417,"Model Makers, Metal and Plastic","Set up and operate machines, such as lathes, milling and engraving machines, and jig borers to make working models of metal or plastic objects. Includes template makers.",19490.0,66605.2231913802,True,True,9.877708099548641,11.106553293475129
51-4062,2.9495352162721207,"Patternmakers, Metal and Plastic","Lay out, machine, fit, and assemble castings and parts to metal or plastic foundry patterns, core boxes, or match plates.",8680.0,57801.486175115206,True,True,9.068892008391808,10.964787067145716
51-4071,2.509747557279164,Foundry Mold and Coremakers,Make or form wax or sand cores or molds used in the production of metal castings in foundries.,80450.0,46897.185829707894,True,True,11.295403582424072,10.755734272016875
